wavelength (nm) ,irradiance (w m-2 nm-1)
507,1.09E-01
508,1.06E-01
509,1.11E-01
510,1.08E-01
511,1.10E-01
512,1.13E-01
513,1.06E-01
514,1.04E-01
515,1.07E-01
516,1.08E-01
517,8.78E-02
518,1.01E-01
519,9.79E-02
520,1.07E-01
521,1.08E-01
522,1.11E-01
523,1.05E-01
524,1.13E-01
525,1.13E-01
526,1.10E-01
527,9.59E-02
528,1.10E-01
529,1.15E-01
530,1.11E-01
531,1.17E-01
532,1.15E-01
533,1.03E-01
534,1.10E-01
535,1.12E-01
536,1.16E-01
537,1.08E-01
538,1.13E-01
539,1.10E-01
540,1.06E-01
541,1.02E-01
542,1.11E-01
543,1.10E-01
544,1.14E-01
545,1.11E-01
546,1.10E-01
547,1.12E-01
548,1.09E-01
549,1.12E-01
550,1.11E-01
551,1.11E-01
552,1.13E-01
553,1.10E-01
554,1.12E-01
555,1.13E-01
556,1.11E-01
557,1.08E-01
558,1.10E-01
559,1.04E-01
560,1.06E-01
561,1.12E-01
562,1.06E-01
563,1.10E-01
564,1.07E-01
565,1.08E-01
566,1.02E-01
567,1.08E-01
568,1.07E-01
569,1.04E-01
570,1.04E-01
571,1.00E-01
572,1.05E-01
573,1.05E-01
574,1.04E-01
575,1.01E-01
576,1.00E-01
577,1.02E-01
578,9.84E-02
579,9.91E-02
580,9.98E-02
581,9.94E-02
582,1.00E-01
583,1.00E-01
584,9.90E-02
585,9.73E-02
586,9.41E-02
587,9.53E-02
588,9.18E-02
589,7.80E-02
590,8.16E-02
591,8.59E-02
592,8.28E-02
593,8.26E-02
594,8.08E-02
595,7.84E-02
596,7.95E-02
597,7.84E-02
598,7.61E-02
599,7.46E-02
600,7.39E-02
601,7.16E-02
602,6.92E-02
603,6.95E-02
604,6.95E-02
605,6.84E-02
606,6.76E-02
607,6.77E-02
608,6.71E-02
609,6.62E-02
610,6.56E-02
611,6.49E-02
612,6.55E-02
613,6.44E-02
614,6.21E-02
615,6.42E-02
616,6.22E-02
617,6.12E-02
618,6.32E-02
619,6.33E-02
620,6.31E-02
621,6.31E-02
622,6.05E-02
623,5.98E-02
624,5.94E-02
625,5.87E-02
626,5.84E-02
627,5.99E-02
628,5.64E-02
629,5.81E-02
630,5.71E-02
631,5.78E-02
632,5.55E-02
633,5.88E-02
634,5.76E-02
635,5.81E-02
636,5.65E-02
637,5.83E-02
638,5.84E-02
639,5.80E-02
640,5.65E-02
641,5.63E-02
642,5.62E-02
643,5.66E-02
644,5.61E-02
645,5.62E-02
646,5.43E-02
647,5.38E-02
648,5.30E-02
649,5.11E-02
650,5.09E-02
651,5.35E-02
652,5.09E-02
653,5.20E-02
654,5.10E-02
655,4.79E-02
656,4.15E-02
657,4.27E-02
658,4.70E-02
659,4.65E-02
660,4.61E-02
661,4.55E-02
662,4.49E-02
663,4.48E-02
664,4.50E-02
665,4.56E-02
666,4.54E-02
667,4.49E-02
668,4.49E-02
669,4.55E-02
670,4.47E-02
671,4.44E-02
672,4.37E-02
673,4.39E-02
674,4.36E-02
675,4.31E-02
676,4.34E-02
677,4.28E-02
678,4.28E-02
679,4.22E-02
680,4.21E-02
681,4.17E-02
682,4.17E-02
683,4.10E-02
684,4.05E-02
685,4.03E-02
686,3.91E-02
687,2.79E-02
688,3.21E-02
689,3.21E-02
690,3.34E-02
691,3.42E-02
692,3.45E-02
693,3.36E-02
694,3.26E-02
695,3.26E-02
696,3.19E-02
697,3.29E-02
698,3.15E-02
699,3.01E-02
700,2.92E-02
701,2.82E-02
702,2.72E-02
703,2.61E-02
704,2.59E-02
705,2.54E-02
706,2.43E-02
707,2.26E-02
708,2.17E-02
709,2.11E-02
710,2.04E-02
711,1.96E-02
712,1.75E-02
713,1.60E-02
714,1.53E-02
715,1.38E-02
716,1.26E-02
717,9.48E-03
718,7.62E-03
719,5.37E-03
720,4.98E-03
721,4.78E-03
722,4.75E-03
723,3.81E-03
724,3.06E-03
725,2.52E-03
726,2.20E-03
727,1.85E-03
728,1.49E-03
729,1.25E-03
730,1.20E-03
731,1.01E-03
732,9.60E-04
733,8.82E-04
734,8.07E-04
735,7.05E-04
736,6.46E-04
737,5.98E-04
738,5.64E-04
739,5.07E-04
740,4.82E-04
741,4.58E-04
742,4.37E-04
743,4.26E-04
744,4.10E-04
745,3.91E-04
746,3.85E-04
747,3.80E-04
748,3.72E-04
749,3.66E-04
750,3.60E-04
751,3.56E-04
752,3.55E-04
753,3.50E-04
754,3.52E-04
755,3.48E-04
756,3.47E-04
757,3.49E-04
758,3.54E-04
759,3.47E-04
760,7.79E-05
761,4.56E-05
762,2.06E-04
763,1.15E-04
764,1.66E-04
765,2.14E-04
766,2.57E-04
767,3.27E-04
768,3.98E-04
769,4.28E-04
770,4.57E-04
771,4.77E-04
772,4.98E-04
773,5.16E-04
774,5.35E-04
775,5.55E-04
776,5.89E-04
777,6.19E-04
778,6.55E-04
779,6.96E-04
780,7.29E-04
781,7.70E-04
782,8.19E-04
783,8.64E-04
784,9.08E-04
785,9.66E-04
786,1.00E-03
787,1.03E-03
788,1.06E-03
789,1.10E-03
790,1.11E-03
791,1.17E-03
792,1.20E-03
793,1.23E-03
794,1.29E-03
795,1.29E-03
796,1.28E-03
797,1.32E-03
798,1.36E-03
799,1.34E-03
800,1.33E-03
801,1.34E-03
802,1.33E-03
803,1.29E-03
804,1.30E-03
805,1.26E-03
806,1.25E-03
807,1.18E-03
808,1.12E-03
809,1.04E-03
810,9.82E-04
811,9.21E-04
812,8.43E-04
813,7.78E-04
814,6.55E-04
815,6.09E-04
816,5.07E-04
817,4.64E-04
818,4.01E-04
819,3.95E-04
820,3.36E-04
821,3.31E-04
822,2.68E-04
823,1.61E-04
824,1.90E-04
825,1.75E-04
826,1.50E-04
827,1.41E-04
828,1.08E-04
829,1.05E-04
830,9.19E-05
831,8.35E-05
832,7.27E-05
833,7.00E-05
834,6.15E-05
835,5.95E-05
836,5.19E-05
837,4.54E-05
838,3.78E-05
839,3.19E-05
840,2.73E-05
841,2.35E-05
842,2.01E-05
843,1.76E-05
844,1.50E-05
845,1.34E-05
846,1.11E-05
847,8.99E-06
848,7.46E-06
849,6.15E-06
850,4.98E-06
851,4.86E-06
852,4.33E-06
853,3.85E-06
854,3.04E-06
855,2.92E-06
856,2.68E-06
857,2.36E-06
858,2.04E-06
859,1.76E-06
860,1.59E-06
861,1.45E-06
862,1.33E-06
863,1.21E-06
864,1.08E-06
865,9.68E-07
866,7.75E-07
867,7.60E-07
868,7.24E-07
869,6.52E-07
870,6.04E-07
871,5.41E-07
872,4.89E-07
873,4.32E-07
874,3.79E-07
875,3.33E-07
876,3.09E-07
877,2.80E-07
878,2.52E-07
879,2.24E-07
880,2.07E-07
881,1.85E-07
882,1.75E-07
883,1.61E-07
884,1.49E-07
885,1.39E-07
886,1.19E-07
887,1.06E-07
888,9.53E-08
889,8.58E-08
890,7.69E-08
891,6.98E-08
892,6.21E-08
893,5.41E-08
894,4.78E-08
895,4.14E-08
896,3.38E-08
897,2.58E-08
898,2.42E-08
899,1.62E-08
900,1.91E-08
901,1.35E-08
902,1.32E-08
903,1.19E-08
904,1.28E-08
905,1.09E-08
906,9.06E-09
907,4.97E-09
908,3.39E-09
909,2.44E-09
910,1.44E-09
911,7.33E-10
912,3.59E-10
913,1.55E-10
914,7.34E-11
915,3.59E-11
916,1.38E-11
917,7.90E-12
918,2.90E-12
919,1.63E-12
920,7.44E-13
921,1.98E-13
922,4.52E-14
923,1.22E-14
924,3.00E-15
925,7.52E-16
926,7.53E-17
927,8.54E-18
928,6.48E-19
929,6.13E-20
930,6.71E-21
931,8.88E-22
932,9.12E-23
933,1.05E-23
934,8.50E-25
935,2.07E-25
936,1.30E-26
937,1.28E-27
938,1.53E-28
939,2.96E-29
940,3.41E-30
941,1.62E-31
942,1.06E-32
943,4.40E-34
944,2.72E-35
945,7.76E-36
946,9.09E-37
947,3.84E-37
948,6.28E-38
949,2.50E-38
950,1.65E-39
951,1.20E-39
952,1.11E-40
953,2.35E-41
954,4.81E-42
955,6.42E-43
956,2.01E-43
957,5.40E-44
958,3.00E-44
959,7.92E-45
960,6.33E-45
961,4.93E-45
962,3.35E-45
963,2.72E-45
964,1.75E-45
965,1.37E-45
966,9.69E-46
967,8.52E-46
968,9.72E-46
969,8.99E-46
970,7.31E-46
971,7.23E-46
972,9.17E-46
973,1.07E-45
974,1.33E-45
975,1.80E-45
976,2.73E-45
977,4.76E-45
978,7.17E-45
979,1.16E-44
980,1.72E-44
981,4.08E-44
982,7.96E-44
983,1.54E-43
984,3.42E-43
985,4.90E-43
986,8.21E-43
987,1.24E-42
988,1.90E-42
989,2.97E-42
990,4.46E-42
991,7.05E-42
992,1.85E-41
993,4.77E-41
994,1.28E-40
995,3.36E-40
996,7.58E-40
997,1.69E-39
998,3.83E-39
999,8.66E-39
1000,1.95E-38
1001,5.63E-38
1002,1.57E-37
1003,4.52E-37
1004,1.27E-36
1005,3.41E-36
1006,1.02E-35
1007,2.96E-35
1008,8.44E-35
1009,2.38E-34
1010,5.54E-34
1011,1.29E-33
1012,2.99E-33
1013,6.93E-33
1014,1.62E-32
1015,3.69E-32
1016,8.62E-32
1017,1.98E-31
1018,4.67E-31
1019,1.05E-30
1020,2.47E-30
1021,5.76E-30
1022,1.74E-29
1023,5.42E-29
1024,1.66E-28
1025,5.17E-28
1026,1.59E-27
1027,4.88E-27
1028,1.51E-26
1029,4.59E-26
1030,1.42E-25
1031,3.46E-25
1032,8.44E-25
1033,2.02E-24
1034,4.97E-24
1035,1.22E-23
1036,2.97E-23
1037,7.17E-23
1038,1.74E-22
1039,4.28E-22
1040,1.04E-21
1041,2.23E-21
1042,4.81E-21
1043,1.03E-20
1044,2.22E-20
1045,4.76E-20
1046,1.00E-19
1047,2.19E-19
1048,4.76E-19
1049,1.02E-18
1050,2.18E-18
1051,3.22E-18
1052,4.73E-18
1053,6.96E-18
1054,1.02E-17
1055,1.52E-17
1056,2.23E-17
1057,3.28E-17
1058,4.80E-17
1059,6.86E-17
1060,8.09E-17
1061,9.07E-17
1062,1.06E-16
1063,1.20E-16
1064,1.39E-16
1065,1.59E-16
1066,1.79E-16
1067,2.06E-16
1068,2.36E-16
1069,2.56E-16
1070,2.27E-16
1071,1.99E-16
1072,1.71E-16
1073,1.44E-16
1074,1.27E-16
1075,1.04E-16
1076,9.31E-17
1077,7.87E-17
1078,6.75E-17
1079,5.82E-17
1080,3.83E-17
1081,2.48E-17
1082,1.67E-17
1083,1.13E-17
1084,7.29E-18
1085,4.98E-18
1086,3.10E-18
1087,2.11E-18
1088,1.47E-18
1089,9.57E-19
1090,5.58E-19
1091,3.59E-19
1092,2.15E-19
1093,1.15E-19
1094,7.36E-20
1095,4.31E-20
1096,2.53E-20
1097,1.77E-20
1098,9.33E-21
1099,5.72E-21
1100,2.47E-21
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
