wavelength (nm) ,irradiance (w m-2 nm-2)
633,9.65E-03
634,9.38E-03
635,9.38E-03
636,9.06E-03
637,9.26E-03
638,9.22E-03
639,9.07E-03
640,8.78E-03
641,8.69E-03
642,8.61E-03
643,8.58E-03
644,8.42E-03
645,8.36E-03
646,8.01E-03
647,7.86E-03
648,7.67E-03
649,7.29E-03
650,7.12E-03
651,7.36E-03
652,6.86E-03
653,6.88E-03
654,6.62E-03
655,6.05E-03
656,5.08E-03
657,5.07E-03
658,5.42E-03
659,5.20E-03
660,5.00E-03
661,4.85E-03
662,4.75E-03
663,4.70E-03
664,4.69E-03
665,4.71E-03
666,4.65E-03
667,4.56E-03
668,4.52E-03
669,4.55E-03
670,4.43E-03
671,4.37E-03
672,4.26E-03
673,4.25E-03
674,4.19E-03
675,4.10E-03
676,4.09E-03
677,4.00E-03
678,3.96E-03
679,3.87E-03
680,3.82E-03
681,3.74E-03
682,3.70E-03
683,3.60E-03
684,3.52E-03
685,3.46E-03
686,3.30E-03
687,2.33E-03
688,2.64E-03
689,2.59E-03
690,2.66E-03
691,2.64E-03
692,2.56E-03
693,2.39E-03
694,2.23E-03
695,2.15E-03
696,2.02E-03
697,1.97E-03
698,1.80E-03
699,1.64E-03
700,1.52E-03
701,1.40E-03
702,1.25E-03
703,1.10E-03
704,1.02E-03
705,9.40E-04
706,8.35E-04
707,6.70E-04
708,6.03E-04
709,5.47E-04
710,4.91E-04
711,4.38E-04
712,3.12E-04
713,2.44E-04
714,2.09E-04
715,1.66E-04
716,1.22E-04
717,6.95E-05
718,4.17E-05
719,1.81E-05
720,1.27E-05
721,9.25E-06
722,6.96E-06
723,4.23E-06
724,2.57E-06
725,1.49E-06
726,9.11E-07
727,5.38E-07
728,3.03E-07
729,1.79E-07
730,1.34E-07
731,8.87E-08
732,6.65E-08
733,4.79E-08
734,3.44E-08
735,2.36E-08
736,1.86E-08
737,1.47E-08
738,1.20E-08
739,9.22E-09
740,7.51E-09
741,6.50E-09
742,5.66E-09
743,5.02E-09
744,4.40E-09
745,3.82E-09
746,3.66E-09
747,3.51E-09
748,3.35E-09
749,3.20E-09
750,3.07E-09
751,2.99E-09
752,2.93E-09
753,2.85E-09
754,2.82E-09
755,2.75E-09
756,2.78E-09
757,2.85E-09
758,2.94E-09
759,2.92E-09
760,6.67E-10
761,4.01E-10
762,1.86E-09
763,1.07E-09
764,1.58E-09
765,2.08E-09
766,2.57E-09
767,3.69E-09
768,5.07E-09
769,6.17E-09
770,7.07E-09
771,7.94E-09
772,8.91E-09
773,9.93E-09
774,1.11E-08
775,1.23E-08
776,1.47E-08
777,1.73E-08
778,2.05E-08
779,2.44E-08
780,2.86E-08
781,3.39E-08
782,4.04E-08
783,4.78E-08
784,5.63E-08
785,6.71E-08
786,7.55E-08
787,8.39E-08
788,9.32E-08
789,1.04E-07
790,1.14E-07
791,1.30E-07
792,1.43E-07
793,1.58E-07
794,1.77E-07
795,1.81E-07
796,1.84E-07
797,1.92E-07
798,2.01E-07
799,2.03E-07
800,2.06E-07
801,2.03E-07
802,1.99E-07
803,1.91E-07
804,1.89E-07
805,1.80E-07
806,1.63E-07
807,1.40E-07
808,1.21E-07
809,1.02E-07
810,8.51E-08
811,7.03E-08
812,5.69E-08
813,4.63E-08
814,3.44E-08
815,2.82E-08
816,1.88E-08
817,1.38E-08
818,9.52E-09
819,7.50E-09
820,5.11E-09
821,3.64E-09
822,2.13E-09
823,9.25E-10
824,7.90E-10
825,5.75E-10
826,3.89E-10
827,2.88E-10
828,1.74E-10
829,1.34E-10
830,9.26E-11
831,6.81E-11
832,4.81E-11
833,3.75E-11
834,2.67E-11
835,2.09E-11
836,1.48E-11
837,9.16E-12
838,5.42E-12
839,3.24E-12
840,1.96E-12
841,1.28E-12
842,8.22E-13
843,5.41E-13
844,3.46E-13
845,2.33E-13
846,1.33E-13
847,7.39E-14
848,4.22E-14
849,2.39E-14
850,1.55E-14
851,1.21E-14
852,8.62E-15
853,6.14E-15
854,3.88E-15
855,2.98E-15
856,2.04E-15
857,1.33E-15
858,8.57E-16
859,5.50E-16
860,4.13E-16
861,3.11E-16
862,2.36E-16
863,1.79E-16
864,1.32E-16
865,9.76E-17
866,6.47E-17
867,5.24E-17
868,4.12E-17
869,3.07E-17
870,2.35E-17
871,1.74E-17
872,1.25E-17
873,8.82E-18
874,6.16E-18
875,4.32E-18
876,3.26E-18
877,2.41E-18
878,1.77E-18
879,1.28E-18
880,1.01E-18
881,7.64E-19
882,6.15E-19
883,4.81E-19
884,3.79E-19
885,3.01E-19
886,2.03E-19
887,1.43E-19
888,1.02E-19
889,7.23E-20
890,5.32E-20
891,3.97E-20
892,2.90E-20
893,2.08E-20
894,1.51E-20
895,1.07E-20
896,6.67E-21
897,3.86E-21
898,2.76E-21
899,1.40E-21
900,1.26E-21
901,6.86E-22
902,5.15E-22
903,3.58E-22
904,2.96E-22
905,1.93E-22
906,1.23E-22
907,3.02E-23
908,9.14E-24
909,2.93E-24
910,7.71E-25
911,8.81E-26
912,9.71E-27
913,9.47E-28
914,1.01E-28
915,1.01E-29
916,7.92E-31
917,9.26E-32
918,6.94E-33
919,7.99E-34
920,7.43E-35
921,1.28E-36
922,1.88E-38
923,3.27E-40
924,5.20E-42
925,8.40E-44
926,8.63E-47
927,1.00E-49
928,7.81E-53
929,7.58E-56
930,1.62E-58
931,4.18E-61
932,8.37E-64
933,1.88E-66
934,2.97E-69
935,1.41E-71
936,8.38E-75
937,7.83E-78
938,8.88E-81
939,1.63E-83
940,1.78E-86
941,3.07E-90
942,7.32E-94
943,1.10E-97
944,2.47E-101
945,3.45E-103
946,1.98E-105
947,4.10E-107
948,3.29E-109
949,6.44E-111
950,2.08E-113
951,7.43E-115
952,1.88E-117
953,1.10E-119
954,6.18E-122
955,2.27E-124
956,7.55E-126
957,2.15E-127
958,1.27E-128
959,3.56E-130
960,1.43E-130
961,5.62E-131
962,1.93E-131
963,7.89E-132
964,2.56E-132
965,1.01E-132
966,3.60E-133
967,2.45E-133
968,2.16E-133
969,1.54E-133
970,9.71E-134
971,7.42E-134
972,1.63E-133
973,3.29E-133
974,7.13E-133
975,1.67E-132
976,6.19E-132
977,2.65E-131
978,9.75E-131
979,3.87E-130
980,1.40E-129
981,1.34E-128
982,1.05E-127
983,8.22E-127
984,7.34E-126
985,2.48E-125
986,9.82E-125
987,3.50E-124
988,1.26E-123
989,4.66E-123
990,1.65E-122
991,6.16E-122
992,1.12E-120
993,1.99E-119
994,3.71E-118
995,6.72E-117
996,7.76E-116
997,8.88E-115
998,1.03E-113
999,1.19E-112
1000,1.37E-111
1001,3.23E-110
1002,7.32E-109
1003,1.71E-107
1004,3.92E-106
1005,8.56E-105
1006,2.07E-103
1007,4.91E-102
1008,1.14E-100
1009,2.62E-99
1010,3.28E-98
1011,4.14E-97
1012,5.16E-96
1013,6.46E-95
1014,8.14E-94
1015,1.00E-92
1016,1.27E-91
1017,1.57E-90
1018,2.00E-89
1019,2.42E-88
1020,3.08E-87
1021,3.88E-86
1022,1.12E-84
1023,3.30E-83
1024,9.59E-82
1025,2.84E-80
1026,8.29E-79
1027,2.42E-77
1028,7.09E-76
1029,2.05E-74
1030,6.05E-73
1031,8.75E-72
1032,1.27E-70
1033,1.82E-69
1034,2.65E-68
1035,3.87E-67
1036,5.62E-66
1037,8.08E-65
1038,1.17E-63
1039,1.71E-62
1040,2.47E-61
1041,2.47E-60
1042,2.47E-59
1043,2.45E-58
1044,2.46E-57
1045,2.45E-56
1046,2.39E-55
1047,2.43E-54
1048,2.45E-53
1049,2.44E-52
1050,2.42E-51
1051,7.81E-51
1052,2.50E-50
1053,8.00E-50
1054,2.56E-49
1055,8.27E-49
1056,2.65E-48
1057,8.51E-48
1058,2.71E-47
1059,8.45E-47
1060,1.31E-46
1061,1.93E-46
1062,2.97E-46
1063,4.41E-46
1064,6.75E-46
1065,1.01E-45
1066,1.50E-45
1067,2.28E-45
1068,3.43E-45
1069,4.90E-45
1070,3.21E-45
1071,2.08E-45
1072,1.32E-45
1073,8.20E-46
1074,5.36E-46
1075,3.24E-46
1076,2.14E-46
1077,1.33E-46
1078,8.45E-47
1079,5.38E-47
1080,1.57E-47
1081,4.51E-48
1082,1.35E-48
1083,4.06E-49
1084,1.16E-49
1085,3.51E-50
1086,9.70E-51
1087,2.93E-51
1088,9.06E-52
1089,2.61E-52
1090,5.62E-53
1091,1.33E-53
1092,2.95E-54
1093,5.79E-55
1094,1.37E-55
1095,2.96E-56
1096,6.41E-57
1097,1.65E-57
1098,3.21E-58
1099,7.26E-59
1100,6.38E-60
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
