wavelength (nm) ,irradiance (w m-2 nm-2)
415,1.73E-03
416,1.85E-03
417,1.89E-03
418,1.88E-03
419,2.04E-03
420,1.95E-03
421,2.31E-03
422,2.38E-03
423,2.39E-03
424,2.47E-03
425,2.64E-03
426,2.66E-03
427,2.66E-03
428,2.79E-03
429,2.68E-03
430,2.21E-03
431,2.08E-03
432,3.58E-03
433,3.45E-03
434,3.30E-03
435,3.74E-03
436,4.24E-03
437,4.47E-03
438,4.06E-03
439,4.03E-03
440,4.78E-03
441,4.89E-03
442,5.45E-03
443,5.75E-03
444,5.84E-03
445,6.31E-03
446,5.89E-03
447,6.86E-03
448,7.09E-03
449,7.22E-03
450,7.64E-03
451,8.09E-03
452,7.91E-03
453,7.46E-03
454,8.20E-03
455,8.37E-03
456,8.89E-03
457,9.21E-03
458,9.27E-03
459,9.46E-03
460,9.66E-03
461,1.03E-02
462,1.06E-02
463,1.09E-02
464,1.09E-02
465,1.10E-02
466,1.15E-02
467,1.12E-02
468,1.20E-02
469,1.24E-02
470,1.22E-02
471,1.28E-02
472,1.38E-02
473,1.36E-02
474,1.45E-02
475,1.57E-02
476,1.59E-02
477,1.67E-02
478,1.79E-02
479,1.82E-02
480,1.92E-02
481,1.99E-02
482,2.05E-02
483,2.08E-02
484,2.10E-02
485,2.15E-02
486,1.79E-02
487,2.07E-02
488,2.30E-02
489,2.23E-02
490,2.56E-02
491,2.53E-02
492,2.47E-02
493,2.69E-02
494,2.68E-02
495,2.91E-02
496,2.82E-02
497,2.93E-02
498,2.91E-02
499,2.93E-02
500,2.94E-02
501,2.88E-02
502,2.90E-02
503,3.06E-02
504,2.87E-02
505,3.09E-02
506,3.22E-02
507,3.09E-02
508,3.02E-02
509,3.18E-02
510,3.10E-02
511,3.15E-02
512,3.23E-02
513,3.03E-02
514,2.96E-02
515,3.03E-02
516,3.05E-02
517,2.48E-02
518,2.88E-02
519,2.83E-02
520,3.13E-02
521,3.20E-02
522,3.31E-02
523,3.17E-02
524,3.45E-02
525,3.45E-02
526,3.37E-02
527,2.96E-02
528,3.40E-02
529,3.57E-02
530,3.44E-02
531,3.64E-02
532,3.59E-02
533,3.22E-02
534,3.45E-02
535,3.51E-02
536,3.66E-02
537,3.38E-02
538,3.55E-02
539,3.46E-02
540,3.35E-02
541,3.22E-02
542,3.50E-02
543,3.45E-02
544,3.59E-02
545,3.52E-02
546,3.50E-02
547,3.56E-02
548,3.47E-02
549,3.59E-02
550,3.58E-02
551,3.59E-02
552,3.65E-02
553,3.52E-02
554,3.57E-02
555,3.57E-02
556,3.50E-02
557,3.39E-02
558,3.45E-02
559,3.24E-02
560,3.28E-02
561,3.45E-02
562,3.26E-02
563,3.35E-02
564,3.26E-02
565,3.25E-02
566,3.05E-02
567,3.22E-02
568,3.16E-02
569,3.06E-02
570,3.03E-02
571,2.89E-02
572,2.98E-02
573,2.92E-02
574,2.84E-02
575,2.71E-02
576,2.63E-02
577,2.63E-02
578,2.49E-02
579,2.45E-02
580,2.39E-02
581,2.30E-02
582,2.24E-02
583,2.18E-02
584,2.09E-02
585,1.99E-02
586,1.86E-02
587,1.82E-02
588,1.67E-02
589,1.34E-02
590,1.33E-02
591,1.32E-02
592,1.20E-02
593,1.13E-02
594,1.05E-02
595,9.57E-03
596,9.14E-03
597,8.50E-03
598,7.77E-03
599,7.11E-03
600,6.57E-03
601,5.94E-03
602,5.38E-03
603,5.09E-03
604,4.80E-03
605,4.47E-03
606,4.35E-03
607,4.27E-03
608,4.15E-03
609,4.02E-03
610,3.91E-03
611,3.79E-03
612,3.76E-03
613,3.64E-03
614,3.47E-03
615,3.53E-03
616,3.37E-03
617,3.27E-03
618,3.33E-03
619,3.29E-03
620,3.23E-03
621,3.18E-03
622,3.01E-03
623,2.93E-03
624,2.87E-03
625,2.79E-03
626,2.74E-03
627,2.76E-03
628,2.56E-03
629,2.61E-03
630,2.52E-03
631,2.52E-03
632,2.38E-03
633,2.49E-03
634,2.40E-03
635,2.39E-03
636,2.29E-03
637,2.33E-03
638,2.31E-03
639,2.26E-03
640,2.17E-03
641,2.14E-03
642,2.11E-03
643,2.09E-03
644,2.03E-03
645,2.00E-03
646,1.90E-03
647,1.86E-03
648,1.80E-03
649,1.69E-03
650,1.63E-03
651,1.66E-03
652,1.53E-03
653,1.51E-03
654,1.43E-03
655,1.28E-03
656,1.05E-03
657,1.03E-03
658,1.07E-03
659,1.01E-03
660,9.46E-04
661,9.06E-04
662,8.82E-04
663,8.67E-04
664,8.58E-04
665,8.57E-04
666,8.40E-04
667,8.19E-04
668,8.08E-04
669,8.08E-04
670,7.83E-04
671,7.68E-04
672,7.45E-04
673,7.37E-04
674,7.22E-04
675,7.02E-04
676,6.96E-04
677,6.76E-04
678,6.66E-04
679,6.45E-04
680,6.31E-04
681,6.13E-04
682,6.01E-04
683,5.81E-04
684,5.63E-04
685,5.48E-04
686,5.18E-04
687,3.61E-04
688,4.04E-04
689,3.93E-04
690,3.99E-04
691,3.86E-04
692,3.63E-04
693,3.30E-04
694,2.99E-04
695,2.80E-04
696,2.55E-04
697,2.40E-04
698,2.10E-04
699,1.84E-04
700,1.65E-04
701,1.47E-04
702,1.24E-04
703,1.02E-04
704,9.03E-05
705,7.93E-05
706,6.66E-05
707,4.80E-05
708,4.10E-05
709,3.53E-05
710,3.00E-05
711,2.53E-05
712,1.53E-05
713,1.06E-05
714,8.37E-06
715,6.00E-06
716,3.80E-06
717,1.74E-06
718,8.39E-07
719,2.54E-07
720,1.45E-07
721,8.54E-08
722,5.22E-08
723,2.57E-08
724,1.27E-08
725,5.63E-09
726,2.64E-09
727,1.20E-09
728,5.17E-10
729,2.35E-10
730,1.47E-10
731,8.07E-11
732,5.05E-11
733,3.03E-11
734,1.82E-11
735,1.04E-11
736,7.29E-12
737,5.16E-12
738,3.73E-12
739,2.57E-12
740,1.86E-12
741,1.50E-12
742,1.22E-12
743,1.01E-12
744,8.25E-13
745,6.68E-13
746,6.27E-13
747,5.89E-13
748,5.51E-13
749,5.16E-13
750,4.84E-13
751,4.66E-13
752,4.52E-13
753,4.35E-13
754,4.26E-13
755,4.10E-13
756,4.20E-13
757,4.35E-13
758,4.54E-13
759,4.57E-13
760,1.06E-13
761,6.47E-14
762,3.06E-13
763,1.79E-13
764,2.69E-13
765,3.63E-13
766,4.57E-13
767,7.19E-13
768,1.08E-12
769,1.44E-12
770,1.75E-12
771,2.07E-12
772,2.45E-12
773,2.88E-12
774,3.39E-12
775,3.99E-12
776,5.17E-12
777,6.63E-12
778,8.56E-12
779,1.11E-11
780,1.42E-11
781,1.83E-11
782,2.38E-11
783,3.06E-11
784,3.93E-11
785,5.11E-11
786,6.10E-11
787,7.19E-11
788,8.47E-11
789,1.01E-10
790,1.16E-10
791,1.41E-10
792,1.63E-10
793,1.90E-10
794,2.24E-10
795,2.34E-10
796,2.40E-10
797,2.55E-10
798,2.71E-10
799,2.78E-10
800,2.86E-10
801,2.79E-10
802,2.69E-10
803,2.55E-10
804,2.49E-10
805,2.35E-10
806,1.98E-10
807,1.59E-10
808,1.28E-10
809,1.01E-10
810,7.63E-11
811,5.75E-11
812,4.23E-11
813,3.14E-11
814,2.12E-11
815,1.59E-11
816,8.93E-12
817,5.54E-12
818,3.24E-12
819,2.16E-12
820,1.25E-12
821,6.94E-13
822,3.19E-13
823,1.08E-13
824,7.26E-14
825,4.43E-14
826,2.51E-14
827,1.56E-14
828,7.90E-15
829,5.08E-15
830,2.94E-15
831,1.85E-15
832,1.11E-15
833,7.42E-16
834,4.51E-16
835,3.02E-16
836,1.82E-16
837,8.73E-17
838,3.99E-17
839,1.85E-17
840,8.64E-18
841,4.53E-18
842,2.36E-18
843,1.25E-18
844,6.49E-19
845,3.53E-19
846,1.52E-19
847,6.38E-20
848,2.75E-20
849,1.18E-20
850,6.46E-21
851,4.27E-21
852,2.57E-21
853,1.55E-21
854,8.27E-22
855,5.37E-22
856,2.95E-22
857,1.55E-22
858,7.97E-23
859,4.10E-23
860,2.67E-23
861,1.74E-23
862,1.15E-23
863,7.55E-24
864,4.83E-24
865,3.11E-24
866,1.78E-24
867,1.25E-24
868,8.55E-25
869,5.51E-25
870,3.66E-25
871,2.35E-25
872,1.43E-25
873,8.47E-26
874,4.99E-26
875,2.95E-26
876,1.91E-26
877,1.21E-26
878,7.61E-27
879,4.72E-27
880,3.29E-27
881,2.21E-27
882,1.58E-27
883,1.09E-27
884,7.63E-28
885,5.37E-28
886,3.04E-28
887,1.79E-28
888,1.07E-28
889,6.37E-29
890,4.04E-29
891,2.60E-29
892,1.64E-29
893,1.01E-29
894,6.33E-30
895,3.89E-30
896,1.97E-30
897,9.30E-31
898,5.43E-31
899,2.24E-31
900,1.64E-31
901,7.33E-32
902,4.52E-32
903,2.58E-32
904,1.75E-32
905,9.38E-33
906,4.93E-33
907,6.56E-34
908,1.08E-34
909,1.89E-35
910,2.71E-36
911,1.01E-37
912,3.65E-39
913,1.16E-40
914,4.05E-42
915,1.23E-43
916,2.93E-45
917,1.04E-46
918,2.37E-48
919,8.30E-50
920,2.35E-51
921,5.16E-54
922,9.72E-57
923,2.17E-59
924,4.41E-62
925,9.12E-65
926,3.02E-69
927,1.13E-73
928,2.84E-78
929,8.90E-83
930,9.92E-87
931,1.34E-90
932,1.40E-94
933,1.64E-98
934,1.35E-102
935,3.35E-106
936,6.04E-111
937,1.72E-115
938,5.91E-120
939,3.30E-124
940,1.09E-128
941,2.79E-134
942,9.83E-140
943,2.18E-145
944,7.25E-151
945,1.06E-153
946,6.32E-157
947,1.36E-159
948,1.14E-162
949,2.32E-165
950,7.84E-169
951,2.91E-171
952,4.99E-175
953,1.96E-178
954,7.47E-182
955,1.85E-185
956,1.14E-187
957,6.07E-190
958,6.65E-192
959,3.47E-194
960,8.36E-195
961,1.96E-195
962,4.03E-196
963,9.86E-197
964,1.92E-197
965,4.51E-198
966,9.64E-199
967,5.40E-199
968,3.93E-199
969,2.32E-199
970,1.20E-199
971,7.57E-200
972,2.52E-199
973,7.66E-199
974,2.51E-198
975,8.88E-198
976,6.45E-197
977,5.39E-196
978,3.88E-195
979,3.01E-194
980,2.14E-193
981,5.80E-192
982,1.30E-190
983,2.88E-189
984,7.32E-188
985,4.71E-187
986,3.55E-186
987,2.41E-185
988,1.65E-184
989,1.16E-183
990,7.85E-183
991,5.57E-182
992,4.31E-180
993,3.28E-178
994,2.60E-176
995,2.01E-174
996,7.89E-173
997,3.08E-171
998,1.21E-169
999,4.78E-168
1000,1.88E-166
1001,2.13E-164
1002,2.32E-162
1003,2.62E-160
1004,2.88E-158
1005,3.03E-156
1006,3.54E-154
1007,4.04E-152
1008,4.51E-150
1009,4.99E-148
1010,2.21E-146
1011,9.89E-145
1012,4.37E-143
1013,1.94E-141
1014,8.66E-140
1015,3.78E-138
1016,1.69E-136
1017,7.42E-135
1018,3.35E-133
1019,1.43E-131
1020,6.47E-130
1021,2.89E-128
1022,4.50E-126
1023,7.18E-124
1024,1.13E-121
1025,1.81E-119
1026,2.86E-117
1027,4.51E-115
1028,7.16E-113
1029,1.12E-110
1030,1.79E-108
1031,9.87E-107
1032,5.47E-105
1033,2.98E-103
1034,1.66E-101
1035,9.21E-100
1036,5.10E-98
1037,2.79E-96
1038,1.54E-94
1039,8.59E-93
1040,4.72E-91
1041,1.50E-89
1042,4.74E-88
1043,1.49E-86
1044,4.72E-85
1045,1.49E-83
1046,4.59E-82
1047,1.47E-80
1048,4.71E-79
1049,1.48E-77
1050,4.67E-76
1051,2.69E-75
1052,1.54E-74
1053,8.88E-74
1054,5.10E-73
1055,2.95E-72
1056,1.70E-71
1057,9.78E-71
1058,5.58E-70
1059,3.12E-69
1060,5.95E-69
1061,1.08E-68
1062,2.03E-68
1063,3.71E-68
1064,6.98E-68
1065,1.29E-67
1066,2.34E-67
1067,4.37E-67
1068,8.09E-67
1069,1.42E-66
1070,7.40E-67
1071,3.82E-67
1072,1.93E-67
1073,9.56E-68
1074,4.98E-68
1075,2.40E-68
1076,1.26E-68
1077,6.27E-69
1078,3.16E-69
1079,1.60E-69
1080,2.54E-70
1081,3.98E-71
1082,6.48E-72
1083,1.06E-72
1084,1.64E-73
1085,2.70E-74
1086,4.06E-75
1087,6.67E-76
1088,1.12E-76
1089,1.76E-77
1090,1.79E-78
1091,2.00E-79
1092,2.10E-80
1093,1.95E-81
1094,2.19E-82
1095,2.23E-83
1096,2.29E-84
1097,2.79E-85
1098,2.57E-86
1099,2.74E-87
1100,7.30E-89
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
