wavelength (nm) ,irradiance (w m-2 nm-2)
628,6.20E-03
629,6.33E-03
630,6.15E-03
631,6.17E-03
632,5.86E-03
633,6.14E-03
634,5.96E-03
635,5.94E-03
636,5.73E-03
637,5.85E-03
638,5.81E-03
639,5.71E-03
640,5.52E-03
641,5.45E-03
642,5.38E-03
643,5.36E-03
644,5.24E-03
645,5.19E-03
646,4.96E-03
647,4.86E-03
648,4.73E-03
649,4.48E-03
650,4.36E-03
651,4.48E-03
652,4.16E-03
653,4.15E-03
654,3.97E-03
655,3.61E-03
656,3.00E-03
657,2.98E-03
658,3.16E-03
659,3.01E-03
660,2.87E-03
661,2.77E-03
662,2.71E-03
663,2.68E-03
664,2.66E-03
665,2.67E-03
666,2.63E-03
667,2.57E-03
668,2.55E-03
669,2.56E-03
670,2.49E-03
671,2.45E-03
672,2.38E-03
673,2.37E-03
674,2.33E-03
675,2.27E-03
676,2.27E-03
677,2.21E-03
678,2.19E-03
679,2.13E-03
680,2.09E-03
681,2.05E-03
682,2.02E-03
683,1.96E-03
684,1.91E-03
685,1.87E-03
686,1.78E-03
687,1.25E-03
688,1.41E-03
689,1.38E-03
690,1.41E-03
691,1.39E-03
692,1.33E-03
693,1.24E-03
694,1.14E-03
695,1.09E-03
696,1.01E-03
697,9.78E-04
698,8.79E-04
699,7.90E-04
700,7.23E-04
701,6.59E-04
702,5.80E-04
703,4.98E-04
704,4.55E-04
705,4.12E-04
706,3.60E-04
707,2.78E-04
708,2.46E-04
709,2.19E-04
710,1.93E-04
711,1.69E-04
712,1.14E-04
713,8.57E-05
714,7.15E-05
715,5.48E-05
716,3.85E-05
717,2.03E-05
718,1.13E-05
719,4.37E-06
720,2.87E-06
721,1.94E-06
722,1.36E-06
723,7.72E-07
724,4.38E-07
725,2.32E-07
726,1.30E-07
727,7.02E-08
728,3.62E-08
729,1.96E-08
730,1.38E-08
731,8.60E-09
732,6.06E-09
733,4.12E-09
734,2.78E-09
735,1.79E-09
736,1.36E-09
737,1.04E-09
738,8.11E-10
739,6.02E-10
740,4.72E-10
741,3.99E-10
742,3.39E-10
743,2.94E-10
744,2.52E-10
745,2.14E-10
746,2.03E-10
747,1.94E-10
748,1.84E-10
749,1.74E-10
750,1.66E-10
751,1.61E-10
752,1.57E-10
753,1.52E-10
754,1.50E-10
755,1.46E-10
756,1.48E-10
757,1.52E-10
758,1.58E-10
759,1.58E-10
760,3.61E-11
761,2.18E-11
762,1.02E-10
763,5.89E-11
764,8.74E-11
765,1.16E-10
766,1.45E-10
767,2.14E-10
768,3.03E-10
769,3.80E-10
770,4.44E-10
771,5.07E-10
772,5.80E-10
773,6.57E-10
774,7.46E-10
775,8.46E-10
776,1.04E-09
777,1.26E-09
778,1.53E-09
779,1.88E-09
780,2.27E-09
781,2.76E-09
782,3.39E-09
783,4.12E-09
784,5.00E-09
785,6.13E-09
786,7.03E-09
787,7.97E-09
788,9.03E-09
789,1.03E-08
790,1.15E-08
791,1.33E-08
792,1.49E-08
793,1.68E-08
794,1.91E-08
795,1.97E-08
796,2.01E-08
797,2.11E-08
798,2.22E-08
799,2.26E-08
800,2.30E-08
801,2.26E-08
802,2.20E-08
803,2.10E-08
804,2.07E-08
805,1.97E-08
806,1.74E-08
807,1.46E-08
808,1.23E-08
809,1.02E-08
810,8.20E-09
811,6.58E-09
812,5.15E-09
813,4.07E-09
814,2.93E-09
815,2.33E-09
816,1.47E-09
817,1.02E-09
818,6.65E-10
819,4.95E-10
820,3.19E-10
821,2.09E-10
822,1.13E-10
823,4.53E-11
824,3.57E-11
825,2.45E-11
826,1.56E-11
827,1.09E-11
828,6.21E-12
829,4.50E-12
830,2.93E-12
831,2.05E-12
832,1.37E-12
833,1.01E-12
834,6.85E-13
835,5.09E-13
836,3.41E-13
837,1.94E-13
838,1.05E-13
839,5.79E-14
840,3.22E-14
841,1.95E-14
842,1.17E-14
843,7.16E-15
844,4.27E-15
845,2.68E-15
846,1.39E-15
847,7.04E-16
848,3.66E-16
849,1.89E-16
850,1.16E-16
851,8.55E-17
852,5.76E-17
853,3.88E-17
854,2.32E-17
855,1.68E-17
856,1.07E-17
857,6.50E-18
858,3.88E-18
859,2.32E-18
860,1.66E-18
861,1.19E-18
862,8.61E-19
863,6.23E-19
864,4.38E-19
865,3.09E-19
866,1.95E-19
867,1.51E-19
868,1.13E-19
869,8.04E-20
870,5.87E-20
871,4.14E-20
872,2.82E-20
873,1.87E-20
874,1.24E-20
875,8.19E-21
876,5.88E-21
877,4.13E-21
878,2.87E-21
879,1.98E-21
880,1.49E-21
881,1.09E-21
882,8.42E-22
883,6.32E-22
884,4.79E-22
885,3.65E-22
886,2.32E-22
887,1.54E-22
888,1.03E-22
889,6.93E-23
890,4.86E-23
891,3.45E-23
892,2.40E-23
893,1.63E-23
894,1.13E-23
895,7.64E-24
896,4.44E-24
897,2.40E-24
898,1.61E-24
899,7.61E-25
900,6.39E-25
901,3.25E-25
902,2.29E-25
903,1.49E-25
904,1.15E-25
905,7.04E-26
906,4.22E-26
907,8.42E-27
908,2.08E-27
909,5.45E-28
910,1.17E-28
911,9.23E-30
912,7.01E-31
913,4.70E-32
914,3.45E-33
915,2.32E-34
916,1.22E-35
917,9.63E-37
918,4.85E-38
919,3.75E-39
920,2.35E-40
921,2.03E-42
922,1.51E-44
923,1.33E-46
924,1.06E-48
925,8.63E-51
926,2.82E-54
927,1.05E-57
928,2.59E-61
929,8.00E-65
930,6.38E-68
931,6.15E-71
932,4.61E-74
933,3.87E-77
934,2.28E-80
935,4.05E-83
936,7.51E-87
937,2.19E-90
938,7.75E-94
939,4.44E-97
940,1.51E-100
941,6.41E-105
942,3.75E-109
943,1.38E-113
944,7.62E-118
945,5.01E-120
946,1.35E-122
947,1.32E-124
948,4.98E-127
949,4.58E-129
950,6.98E-132
951,1.17E-133
952,1.21E-136
953,2.87E-139
954,6.59E-142
955,9.84E-145
956,1.87E-146
957,3.04E-148
958,1.02E-149
959,1.64E-151
960,5.56E-152
961,1.84E-152
962,5.31E-153
963,1.83E-153
964,5.01E-154
965,1.66E-154
966,5.00E-155
967,3.19E-155
968,2.64E-155
969,1.77E-155
970,1.04E-155
971,7.47E-156
972,1.89E-155
973,4.36E-155
974,1.08E-154
975,2.92E-154
976,1.35E-153
977,7.22E-153
978,3.33E-152
979,1.65E-151
980,7.49E-151
981,1.01E-149
982,1.13E-148
983,1.25E-147
984,1.58E-146
985,6.62E-146
986,3.25E-145
987,1.44E-144
988,6.41E-144
989,2.94E-143
990,1.29E-142
991,5.96E-142
992,1.75E-140
993,5.07E-139
994,1.53E-137
995,4.49E-136
996,7.80E-135
997,1.34E-133
998,2.34E-132
999,4.08E-131
1000,7.08E-130
1001,2.81E-128
1002,1.08E-126
1003,4.25E-125
1004,1.64E-123
1005,6.06E-122
1006,2.48E-120
1007,9.92E-119
1008,3.88E-117
1009,1.51E-115
1010,2.88E-114
1011,5.53E-113
1012,1.05E-111
1013,2.01E-110
1014,3.86E-109
1015,7.25E-108
1016,1.39E-106
1017,2.63E-105
1018,5.12E-104
1019,9.43E-103
1020,1.83E-101
1021,3.52E-100
1022,1.78E-98
1023,9.21E-97
1024,4.70E-95
1025,2.44E-93
1026,1.25E-91
1027,6.41E-90
1028,3.30E-88
1029,1.68E-86
1030,8.69E-85
1031,1.96E-83
1032,4.46E-82
1033,9.94E-81
1034,2.27E-79
1035,5.17E-78
1036,1.17E-76
1037,2.63E-75
1038,5.94E-74
1039,1.36E-72
1040,3.06E-71
1041,4.50E-70
1042,6.61E-69
1043,9.62E-68
1044,1.42E-66
1045,2.07E-65
1046,2.97E-64
1047,4.43E-63
1048,6.56E-62
1049,9.59E-61
1050,1.40E-59
1051,5.47E-59
1052,2.13E-58
1053,8.29E-58
1054,3.22E-57
1055,1.26E-56
1056,4.93E-56
1057,1.92E-55
1058,7.43E-55
1059,2.81E-54
1060,4.68E-54
1061,7.38E-54
1062,1.22E-53
1063,1.93E-53
1064,3.17E-53
1065,5.10E-53
1066,8.09E-53
1067,1.31E-52
1068,2.12E-52
1069,3.24E-52
1070,1.97E-52
1071,1.18E-52
1072,6.94E-53
1073,4.01E-53
1074,2.43E-53
1075,1.36E-53
1076,8.32E-54
1077,4.81E-54
1078,2.83E-54
1079,1.67E-54
1080,3.97E-55
1081,9.32E-56
1082,2.28E-56
1083,5.58E-57
1084,1.30E-57
1085,3.22E-58
1086,7.25E-59
1087,1.79E-59
1088,4.51E-60
1089,1.06E-60
1090,1.78E-61
1091,3.29E-62
1092,5.67E-63
1093,8.68E-64
1094,1.60E-64
1095,2.70E-65
1096,4.55E-66
1097,9.12E-67
1098,1.38E-67
1099,2.44E-68
1100,1.44E-69
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
