wavelength (nm) ,irradiance (w m-2 nm-2)
1082,2.82E-25
1083,1.56E-25
1084,8.19E-26
1085,4.57E-26
1086,2.32E-26
1087,1.29E-26
1088,7.33E-27
1089,3.89E-27
1090,1.77E-27
1091,8.85E-28
1092,4.14E-28
1093,1.72E-28
1094,8.60E-29
1095,3.93E-29
1096,1.80E-29
1097,9.77E-30
1098,4.02E-30
1099,1.92E-30
1100,5.57E-31
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
