wavelength (nm) ,irradiance (w m-2 nm-2)
697,8.05E-03
698,7.53E-03
699,7.02E-03
700,6.65E-03
701,6.27E-03
702,5.84E-03
703,5.36E-03
704,5.15E-03
705,4.89E-03
706,4.51E-03
707,3.89E-03
708,3.62E-03
709,3.40E-03
710,3.17E-03
711,2.93E-03
712,2.34E-03
713,1.97E-03
714,1.79E-03
715,1.51E-03
716,1.24E-03
717,8.12E-04
718,5.64E-04
719,3.12E-04
720,2.52E-04
721,2.10E-04
722,1.82E-04
723,1.27E-04
724,8.87E-05
725,6.12E-05
726,4.48E-05
727,3.15E-05
728,2.12E-05
729,1.50E-05
730,1.27E-05
731,9.44E-06
732,7.99E-06
733,6.50E-06
734,5.27E-06
735,4.08E-06
736,3.47E-06
737,2.97E-06
738,2.60E-06
739,2.16E-06
740,1.90E-06
741,1.73E-06
742,1.57E-06
743,1.46E-06
744,1.34E-06
745,1.22E-06
746,1.19E-06
747,1.15E-06
748,1.12E-06
749,1.08E-06
750,1.05E-06
751,1.03E-06
752,1.02E-06
753,9.99E-07
754,9.97E-07
755,9.79E-07
756,9.82E-07
757,9.97E-07
758,1.02E-06
759,1.01E-06
760,2.28E-07
761,1.35E-07
762,6.20E-07
763,3.51E-07
764,5.11E-07
765,6.68E-07
766,8.14E-07
767,1.10E-06
768,1.42E-06
769,1.63E-06
770,1.80E-06
771,1.95E-06
772,2.11E-06
773,2.26E-06
774,2.43E-06
775,2.61E-06
776,2.94E-06
777,3.27E-06
778,3.66E-06
779,4.12E-06
780,4.57E-06
781,5.11E-06
782,5.75E-06
783,6.42E-06
784,7.15E-06
785,8.05E-06
786,8.71E-06
787,9.31E-06
788,9.94E-06
789,1.07E-05
790,1.12E-05
791,1.23E-05
792,1.31E-05
793,1.39E-05
794,1.51E-05
795,1.53E-05
796,1.54E-05
797,1.59E-05
798,1.65E-05
799,1.65E-05
800,1.66E-05
801,1.65E-05
802,1.63E-05
803,1.57E-05
804,1.57E-05
805,1.51E-05
806,1.43E-05
807,1.29E-05
808,1.17E-05
809,1.03E-05
810,9.14E-06
811,8.05E-06
812,6.92E-06
813,6.00E-06
814,4.75E-06
815,4.15E-06
816,3.09E-06
817,2.53E-06
818,1.95E-06
819,1.72E-06
820,1.31E-06
821,1.10E-06
822,7.56E-07
823,3.86E-07
824,3.88E-07
825,3.18E-07
826,2.42E-07
827,2.01E-07
828,1.37E-07
829,1.19E-07
830,9.23E-08
831,7.54E-08
832,5.91E-08
833,5.12E-08
834,4.05E-08
835,3.53E-08
836,2.77E-08
837,2.04E-08
838,1.43E-08
839,1.02E-08
840,7.32E-09
841,5.48E-09
842,4.07E-09
843,3.09E-09
844,2.28E-09
845,1.77E-09
846,1.22E-09
847,8.15E-10
848,5.61E-10
849,3.83E-10
850,2.78E-10
851,2.43E-10
852,1.93E-10
853,1.54E-10
854,1.09E-10
855,9.32E-11
856,7.39E-11
857,5.61E-11
858,4.18E-11
859,3.11E-11
860,2.56E-11
861,2.12E-11
862,1.77E-11
863,1.47E-11
864,1.19E-11
865,9.72E-12
866,7.08E-12
867,6.31E-12
868,5.46E-12
869,4.47E-12
870,3.76E-12
871,3.07E-12
872,2.48E-12
873,1.95E-12
874,1.53E-12
875,1.20E-12
876,1.01E-12
877,8.22E-13
878,6.67E-13
879,5.35E-13
880,4.57E-13
881,3.76E-13
882,3.28E-13
883,2.78E-13
884,2.37E-13
885,2.04E-13
886,1.55E-13
887,1.23E-13
888,9.84E-14
889,7.88E-14
890,6.40E-14
891,5.27E-14
892,4.25E-14
893,3.35E-14
894,2.68E-14
895,2.11E-14
896,1.50E-14
897,9.98E-15
898,8.19E-15
899,4.76E-15
900,4.90E-15
901,3.04E-15
902,2.61E-15
903,2.07E-15
904,1.95E-15
905,1.45E-15
906,1.06E-15
907,3.87E-16
908,1.76E-16
909,8.45E-17
910,3.34E-17
911,8.03E-18
912,1.87E-18
913,3.83E-19
914,8.61E-20
915,1.90E-20
916,3.31E-21
917,8.55E-22
918,1.42E-22
919,3.61E-23
920,7.43E-24
921,5.03E-25
922,2.91E-26
923,2.00E-27
924,1.25E-28
925,7.94E-30
926,8.06E-32
927,9.26E-34
928,7.11E-36
929,6.82E-38
930,1.04E-39
931,1.93E-41
932,2.76E-43
933,4.45E-45
934,5.02E-47
935,1.71E-48
936,1.04E-50
937,1.00E-52
938,1.17E-54
939,2.20E-56
940,2.46E-58
941,7.05E-61
942,2.79E-63
943,6.95E-66
944,2.59E-68
945,1.64E-69
946,4.24E-71
947,3.97E-72
948,1.44E-73
949,1.27E-74
950,1.86E-76
951,2.99E-77
952,4.57E-79
953,1.61E-80
954,5.45E-82
955,1.21E-83
956,1.23E-84
957,1.08E-85
958,1.95E-86
959,1.68E-87
960,9.52E-88
961,5.26E-88
962,2.54E-88
963,1.46E-88
964,6.71E-89
965,3.71E-89
966,1.87E-89
967,1.44E-89
968,1.45E-89
969,1.18E-89
970,8.43E-90
971,7.33E-90
972,1.22E-89
973,1.87E-89
974,3.08E-89
975,5.48E-89
976,1.30E-88
977,3.55E-88
978,8.36E-88
979,2.12E-87
980,4.92E-87
981,2.34E-86
982,9.15E-86
983,3.56E-85
984,1.58E-84
985,3.49E-84
986,8.98E-84
987,2.09E-83
988,4.89E-83
989,1.18E-82
990,2.71E-82
991,6.59E-82
992,4.54E-81
993,3.08E-80
994,2.18E-79
995,1.50E-78
996,7.67E-78
997,3.88E-77
998,1.98E-76
999,1.02E-75
1000,5.18E-75
1001,4.26E-74
1002,3.39E-73
1003,2.78E-72
1004,2.23E-71
1005,1.71E-70
1006,1.45E-69
1007,1.21E-68
1008,9.81E-68
1009,7.90E-67
1010,4.26E-66
1011,2.31E-65
1012,1.24E-64
1013,6.69E-64
1014,3.63E-63
1015,1.93E-62
1016,1.04E-61
1017,5.58E-61
1018,3.06E-60
1019,1.59E-59
1020,8.72E-59
1021,4.73E-58
1022,4.41E-57
1023,4.23E-56
1024,3.99E-55
1025,3.83E-54
1026,3.63E-53
1027,3.43E-52
1028,3.27E-51
1029,3.07E-50
1030,2.93E-49
1031,1.74E-48
1032,1.04E-47
1033,6.06E-47
1034,3.63E-46
1035,2.17E-45
1036,1.29E-44
1037,7.61E-44
1038,4.51E-43
1039,2.70E-42
1040,1.60E-41
1041,7.42E-41
1042,3.45E-40
1043,1.59E-39
1044,7.40E-39
1045,3.42E-38
1046,1.55E-37
1047,7.29E-37
1048,3.41E-36
1049,1.58E-35
1050,7.27E-35
1051,1.59E-34
1052,3.44E-34
1053,7.46E-34
1054,1.62E-33
1055,3.54E-33
1056,7.69E-33
1057,1.67E-32
1058,3.61E-32
1059,7.62E-32
1060,1.03E-31
1061,1.32E-31
1062,1.77E-31
1063,2.30E-31
1064,3.07E-31
1065,4.02E-31
1066,5.18E-31
1067,6.85E-31
1068,9.01E-31
1069,1.12E-30
1070,8.54E-31
1071,6.44E-31
1072,4.74E-31
1073,3.44E-31
1074,2.61E-31
1075,1.84E-31
1076,1.41E-31
1077,1.02E-31
1078,7.55E-32
1079,5.59E-32
1080,2.45E-32
1081,1.06E-32
1082,4.76E-33
1083,2.14E-33
1084,9.20E-34
1085,4.18E-34
1086,1.73E-34
1087,7.87E-35
1088,3.65E-35
1089,1.58E-35
1090,5.60E-36
1091,2.19E-36
1092,7.96E-37
1093,2.58E-37
1094,1.00E-37
1095,3.57E-38
1096,1.27E-38
1097,5.40E-39
1098,1.73E-39
1099,6.44E-40
1100,1.25E-40
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
