wavelength (nm) ,irradiance (w m-2 nm-2)
540,3.95E-02
541,3.79E-02
542,4.13E-02
543,4.07E-02
544,4.23E-02
545,4.15E-02
546,4.12E-02
547,4.19E-02
548,4.09E-02
549,4.23E-02
550,4.21E-02
551,4.22E-02
552,4.29E-02
553,4.15E-02
554,4.21E-02
555,4.21E-02
556,4.12E-02
557,4.00E-02
558,4.07E-02
559,3.83E-02
560,3.88E-02
561,4.08E-02
562,3.86E-02
563,3.97E-02
564,3.86E-02
565,3.86E-02
566,3.62E-02
567,3.83E-02
568,3.76E-02
569,3.64E-02
570,3.62E-02
571,3.45E-02
572,3.57E-02
573,3.51E-02
574,3.42E-02
575,3.27E-02
576,3.18E-02
577,3.19E-02
578,3.03E-02
579,2.99E-02
580,2.93E-02
581,2.84E-02
582,2.78E-02
583,2.71E-02
584,2.60E-02
585,2.49E-02
586,2.34E-02
587,2.31E-02
588,2.13E-02
589,1.72E-02
590,1.72E-02
591,1.73E-02
592,1.59E-02
593,1.51E-02
594,1.40E-02
595,1.29E-02
596,1.24E-02
597,1.17E-02
598,1.08E-02
599,9.95E-03
600,9.29E-03
601,8.48E-03
602,7.74E-03
603,7.39E-03
604,7.03E-03
605,6.61E-03
606,6.43E-03
607,6.33E-03
608,6.18E-03
609,6.00E-03
610,5.84E-03
611,5.69E-03
612,5.66E-03
613,5.49E-03
614,5.23E-03
615,5.34E-03
616,5.12E-03
617,4.97E-03
618,5.07E-03
619,5.02E-03
620,4.94E-03
621,4.88E-03
622,4.62E-03
623,4.51E-03
624,4.42E-03
625,4.32E-03
626,4.24E-03
627,4.29E-03
628,3.99E-03
629,4.06E-03
630,3.94E-03
631,3.94E-03
632,3.73E-03
633,3.91E-03
634,3.78E-03
635,3.77E-03
636,3.62E-03
637,3.69E-03
638,3.66E-03
639,3.59E-03
640,3.46E-03
641,3.41E-03
642,3.37E-03
643,3.34E-03
644,3.26E-03
645,3.23E-03
646,3.07E-03
647,3.00E-03
648,2.92E-03
649,2.75E-03
650,2.66E-03
651,2.73E-03
652,2.52E-03
653,2.50E-03
654,2.38E-03
655,2.15E-03
656,1.78E-03
657,1.75E-03
658,1.84E-03
659,1.74E-03
660,1.65E-03
661,1.59E-03
662,1.55E-03
663,1.52E-03
664,1.51E-03
665,1.51E-03
666,1.49E-03
667,1.45E-03
668,1.43E-03
669,1.44E-03
670,1.40E-03
671,1.37E-03
672,1.33E-03
673,1.32E-03
674,1.30E-03
675,1.26E-03
676,1.26E-03
677,1.22E-03
678,1.21E-03
679,1.17E-03
680,1.15E-03
681,1.12E-03
682,1.10E-03
683,1.07E-03
684,1.04E-03
685,1.01E-03
686,9.61E-04
687,6.72E-04
688,7.55E-04
689,7.38E-04
690,7.51E-04
691,7.33E-04
692,6.96E-04
693,6.39E-04
694,5.84E-04
695,5.52E-04
696,5.08E-04
697,4.84E-04
698,4.30E-04
699,3.81E-04
700,3.45E-04
701,3.11E-04
702,2.69E-04
703,2.25E-04
704,2.03E-04
705,1.81E-04
706,1.55E-04
707,1.16E-04
708,1.01E-04
709,8.81E-05
710,7.62E-05
711,6.54E-05
712,4.17E-05
713,3.01E-05
714,2.45E-05
715,1.81E-05
716,1.21E-05
717,5.95E-06
718,3.08E-06
719,1.05E-06
720,6.45E-07
721,4.07E-07
722,2.67E-07
723,1.41E-07
724,7.45E-08
725,3.61E-08
726,1.85E-08
727,9.17E-09
728,4.33E-09
729,2.15E-09
730,1.43E-09
731,8.33E-10
732,5.53E-10
733,3.53E-10
734,2.25E-10
735,1.37E-10
736,9.96E-11
737,7.32E-11
738,5.50E-11
739,3.93E-11
740,2.97E-11
741,2.45E-11
742,2.03E-11
743,1.72E-11
744,1.44E-11
745,1.19E-11
746,1.13E-11
747,1.07E-11
748,1.01E-11
749,9.48E-12
750,8.97E-12
751,8.66E-12
752,8.43E-12
753,8.14E-12
754,8.00E-12
755,7.74E-12
756,7.89E-12
757,8.14E-12
758,8.46E-12
759,8.49E-12
760,1.95E-12
761,1.19E-12
762,5.59E-12
763,3.25E-12
764,4.85E-12
765,6.50E-12
766,8.13E-12
767,1.24E-11
768,1.81E-11
769,2.34E-11
770,2.78E-11
771,3.24E-11
772,3.77E-11
773,4.35E-11
774,5.03E-11
775,5.81E-11
776,7.31E-11
777,9.13E-11
778,1.15E-10
779,1.44E-10
780,1.79E-10
781,2.25E-10
782,2.84E-10
783,3.55E-10
784,4.43E-10
785,5.59E-10
786,6.55E-10
787,7.57E-10
788,8.74E-10
789,1.02E-09
790,1.16E-09
791,1.37E-09
792,1.56E-09
793,1.79E-09
794,2.07E-09
795,2.15E-09
796,2.19E-09
797,2.32E-09
798,2.46E-09
799,2.50E-09
800,2.56E-09
801,2.51E-09
802,2.43E-09
803,2.32E-09
804,2.27E-09
805,2.15E-09
806,1.86E-09
807,1.52E-09
808,1.26E-09
809,1.02E-09
810,7.91E-10
811,6.15E-10
812,4.67E-10
813,3.57E-10
814,2.49E-10
815,1.92E-10
816,1.14E-10
817,7.50E-11
818,4.64E-11
819,3.27E-11
820,1.99E-11
821,1.21E-11
822,6.00E-12
823,2.22E-12
824,1.61E-12
825,1.04E-12
826,6.25E-13
827,4.11E-13
828,2.21E-13
829,1.51E-13
830,9.29E-14
831,6.15E-14
832,3.91E-14
833,2.74E-14
834,1.76E-14
835,1.24E-14
836,7.89E-15
837,4.12E-15
838,2.05E-15
839,1.03E-15
840,5.27E-16
841,2.97E-16
842,1.66E-16
843,9.48E-17
844,5.27E-17
845,3.07E-17
846,1.46E-17
847,6.70E-18
848,3.17E-18
849,1.49E-18
850,8.65E-19
851,6.04E-19
852,3.84E-19
853,2.45E-19
854,1.38E-19
855,9.51E-20
856,5.62E-20
857,3.17E-20
858,1.76E-20
859,9.74E-21
860,6.65E-21
861,4.55E-21
862,3.15E-21
863,2.17E-21
864,1.45E-21
865,9.81E-22
866,5.90E-22
867,4.35E-22
868,3.11E-22
869,2.10E-22
870,1.47E-22
871,9.87E-23
872,6.34E-23
873,3.98E-23
874,2.48E-23
875,1.55E-23
876,1.06E-23
877,7.07E-24
878,4.68E-24
879,3.06E-24
880,2.22E-24
881,1.55E-24
882,1.15E-24
883,8.32E-25
884,6.04E-25
885,4.43E-25
886,2.65E-25
887,1.66E-25
888,1.05E-25
889,6.64E-26
890,4.43E-26
891,2.99E-26
892,1.98E-26
893,1.29E-26
894,8.45E-27
895,5.45E-27
896,2.96E-27
897,1.50E-27
898,9.34E-28
899,4.13E-28
900,3.24E-28
901,1.55E-28
902,1.02E-28
903,6.20E-29
904,4.50E-29
905,2.57E-29
906,1.44E-29
907,2.35E-30
908,4.75E-31
909,1.01E-31
910,1.78E-32
911,9.66E-34
912,5.05E-35
913,2.34E-36
914,1.18E-37
915,5.34E-39
916,1.90E-40
917,1.00E-41
918,3.39E-43
919,1.77E-44
920,7.42E-46
921,3.24E-48
922,1.21E-50
923,5.36E-53
924,2.16E-55
925,8.88E-58
926,9.24E-62
927,1.09E-65
928,8.58E-70
929,8.44E-74
930,2.52E-77
931,9.06E-81
932,2.54E-84
933,7.97E-88
934,1.75E-91
935,1.16E-94
936,6.74E-99
937,6.13E-103
938,6.77E-107
939,1.21E-110
940,1.29E-114
941,1.34E-119
942,1.92E-124
943,1.74E-129
944,2.35E-134
945,7.28E-137
946,9.25E-140
947,4.24E-142
948,7.54E-145
949,3.26E-147
950,2.34E-150
951,1.85E-152
952,7.77E-156
953,7.51E-159
954,7.01E-162
955,4.27E-165
956,4.63E-167
957,4.30E-169
958,8.25E-171
959,7.54E-173
960,2.16E-173
961,6.01E-174
962,1.46E-174
963,4.25E-175
964,9.81E-176
965,2.74E-176
966,6.94E-177
967,4.15E-177
968,3.22E-177
969,2.02E-177
970,1.12E-177
971,7.52E-178
972,2.18E-177
973,5.78E-177
974,1.65E-176
975,5.09E-176
976,2.95E-175
977,1.97E-174
978,1.14E-173
979,7.06E-173
980,4.00E-172
981,7.67E-171
982,1.21E-169
983,1.90E-168
984,3.40E-167
985,1.77E-166
986,1.07E-165
987,5.89E-165
988,3.26E-164
989,1.85E-163
990,1.01E-162
991,5.76E-162
992,2.75E-160
993,1.29E-158
994,6.30E-157
995,3.00E-155
996,7.85E-154
997,2.03E-152
998,5.33E-151
999,1.40E-149
1000,3.65E-148
1001,2.44E-146
1002,1.58E-144
1003,1.05E-142
1004,6.87E-141
1005,4.29E-139
1006,2.96E-137
1007,2.00E-135
1008,1.32E-133
1009,8.66E-132
1010,2.52E-130
1011,7.40E-129
1012,2.14E-127
1013,6.24E-126
1014,1.83E-124
1015,5.24E-123
1016,1.53E-121
1017,4.42E-120
1018,1.31E-118
1019,3.68E-117
1020,1.09E-115
1021,3.19E-114
1022,2.83E-112
1023,2.57E-110
1024,2.31E-108
1025,2.10E-106
1026,1.89E-104
1027,1.70E-102
1028,1.54E-100
1029,1.37E-98
1030,1.25E-96
1031,4.40E-95
1032,1.56E-93
1033,5.44E-92
1034,1.94E-90
1035,6.90E-89
1036,2.44E-87
1037,8.58E-86
1038,3.03E-84
1039,1.08E-82
1040,3.80E-81
1041,8.20E-80
1042,1.77E-78
1043,3.78E-77
1044,8.19E-76
1045,1.76E-74
1046,3.69E-73
1047,8.08E-72
1048,1.76E-70
1049,3.77E-69
1050,8.08E-68
1051,3.84E-67
1052,1.81E-66
1053,8.58E-66
1054,4.06E-65
1055,1.93E-64
1056,9.15E-64
1057,4.33E-63
1058,2.04E-62
1059,9.38E-62
1060,1.67E-61
1061,2.82E-61
1062,4.97E-61
1063,8.47E-61
1064,1.49E-60
1065,2.56E-60
1066,4.35E-60
1067,7.57E-60
1068,1.31E-59
1069,2.15E-59
1070,1.21E-59
1071,6.72E-60
1072,3.66E-60
1073,1.96E-60
1074,1.10E-60
1075,5.72E-61
1076,3.24E-61
1077,1.74E-61
1078,9.46E-62
1079,5.17E-62
1080,1.01E-62
1081,1.92E-63
1082,3.84E-64
1083,7.68E-65
1084,1.46E-65
1085,2.95E-66
1086,5.42E-67
1087,1.09E-67
1088,2.25E-68
1089,4.32E-69
1090,5.64E-70
1091,8.12E-71
1092,1.09E-71
1093,1.30E-72
1094,1.87E-73
1095,2.45E-74
1096,3.22E-75
1097,5.04E-76
1098,5.96E-77
1099,8.18E-78
1100,3.24E-79
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
